symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl
Agfg1	1701.12505943528	-0.135249995711157	0.0964957056373936	0.0859166099385009	0.30016447137491	ENSMUSG00000026159
Slc27a6	39.1615790986619	-0.21145488127187	0.323740833282508	0.0859348153688222	0.30016447137491	ENSMUSG00000024600
Rbm6	1622.95089341907	-0.1432089357335	0.106700987829013	0.085993945670683	0.300302541070176	ENSMUSG00000032582
Gm27010	19.040372570266	-0.196171849382404	0.353941644498876	0.0861010208938586	0.300607939857319	ENSMUSG00000098183
Adarb1	256.353518910252	-0.193208791233425	0.217884110787	0.0861806793409526	0.300817500000773	ENSMUSG00000020262
Gpc3	304.418843832504	-0.202331626704896	0.248475998766848	0.0862153764626283	0.300870060912862	ENSMUSG00000055653
Zfp469	11.0064221959592	0.164360644280838	0.364245434313764	0.0862946881802068	0.301078256187832	ENSMUSG00000043903
Fcgbp	13.0319861901985	0.14979230903756	0.363560923487427	0.0863247620393271	0.3011146071135	ENSMUSG00000047730
Pltp	212.936262033301	-0.189114013012869	0.206057525246222	0.0863648387112581	0.301185824961638	ENSMUSG00000017754
Cnksr2	30.7015313365977	0.20289382594563	0.345467676290379	0.0865645096707803	0.301566229522774	ENSMUSG00000025658
Firre	930.815971937091	0.145798707205807	0.110754949204855	0.0865695456320243	0.301566229522774	ENSMUSG00000085396
Ppa1	2127.80644548315	-0.162677784037556	0.140268544524597	0.086578007362024	0.301566229522774	ENSMUSG00000020089
Wdr5	1490.66514371513	-0.132356805026728	0.0934372818118153	0.0865203654994927	0.301566229522774	ENSMUSG00000026917
Xbp1	4429.60774764398	-0.153883006361599	0.123638588324993	0.0865920263492614	0.301566229522774	ENSMUSG00000020484
Zfp335os	21.885666319572	0.180164772165191	0.361759805815257	0.0865615867036228	0.301566229522774	ENSMUSG00000085436
Smpd2	496.550469938446	-0.1623139297902	0.139574785279999	0.086624465250938	0.301610638100993	ENSMUSG00000019822
Prkab2	339.071238558705	-0.186410107995357	0.19886949532001	0.0866469191497171	0.301620268433008	ENSMUSG00000038205
Gm23755	12.4205561396832	-0.156615754337712	0.363941152254589	0.0866859852110502	0.301645859200908	ENSMUSG00000088203
Rph3al	41.4287451671962	-0.210433289388956	0.324418188656779	0.0866936500040209	0.301645859200908	ENSMUSG00000020847
Immt	3479.91527739273	-0.121345843069128	0.0820151025471265	0.086737746991147	0.301730763829331	ENSMUSG00000052337
Zdhhc24	251.926563053556	0.176559657178578	0.172600345133302	0.0867750921979006	0.301792148120735	ENSMUSG00000006463
Rcor3	335.974982156871	-0.175685773937699	0.170428623734751	0.0867997406858871	0.301809357083021	ENSMUSG00000037395
2310058D17Rik	93.5755711787756	0.208553684267621	0.278522663769208	0.0868216916884422	0.301817180999985	ENSMUSG00000085379
A230107N01Rik	11.2197348444346	-0.151065110076167	0.363458394316454	0.0868552699299303	0.301859086206291	ENSMUSG00000097292
Hmgxb4	641.405638514403	-0.154652223639395	0.125232687100371	0.0868731534649829	0.301859086206291	ENSMUSG00000034518
Gm15696	16.6677587188939	0.191182195916584	0.356404897558352	0.0869789150210043	0.302022924066199	ENSMUSG00000083853
Mrps22	468.214523427908	-0.159282013819195	0.133881621275781	0.0869480243226533	0.302022924066199	ENSMUSG00000032459
Tenm4	642.239133791421	-0.208853394492602	0.330267976860934	0.0869794478446521	0.302022924066199	ENSMUSG00000048078
Akt3	65.5327491395308	-0.209976700462337	0.324258504169683	0.0870959714502064	0.302359003538899	ENSMUSG00000019699
Tbx15	33.3806610199446	0.177288481455752	0.362023764334868	0.0871432316617187	0.302454533089608	ENSMUSG00000027868
Natd1	252.208490441354	0.180433598801906	0.183414158041898	0.0871812003246575	0.302517777797	ENSMUSG00000018931
Lurap1	21.2897004406166	0.201057126061886	0.346701705265957	0.0872164802377667	0.302571666042252	ENSMUSG00000028701
Osbp	1570.13549856432	-0.137374365159759	0.0997857226824099	0.0872484319364337	0.302613986249981	ENSMUSG00000024687
Ppip5k2	2087.11401259926	-0.136634699567807	0.0989308425860055	0.0873675536391709	0.302958560831167	ENSMUSG00000040648
Adgrf2	859.437612084054	0.167036047387781	0.150778960798886	0.087494056861508	0.303259943691924	ENSMUSG00000057899
Cdc26	1611.61572643046	0.127323876497917	0.0883577074147552	0.0874923354494023	0.303259943691924	ENSMUSG00000066149
Vcan	259.062557767183	0.171089357046332	0.160245409059055	0.0875275824584494	0.303307523922969	ENSMUSG00000021614
Pelp1	362.35641056321	-0.165618915639262	0.147727197289299	0.0875750593276641	0.303334820009002	ENSMUSG00000018921
Rpl31-ps8	274.65728744826	-0.171200865890274	0.160561608534442	0.0875611610694666	0.303334820009002	ENSMUSG00000067870
Pcdhb6	11.0287471992663	-0.138834943206128	0.361504109219867	0.0875990114927985	0.303349198930758	ENSMUSG00000051678
mt-Tt	26.9716556851006	0.194712227651242	0.352838738884561	0.0876509869443754	0.303435606609298	ENSMUSG00000064371
Ophn1	160.83984985859	-0.185293294065517	0.197760133660346	0.0876635766875166	0.303435606609298	ENSMUSG00000031214
Alkbh8	210.375949277888	-0.182850281988067	0.190956077630556	0.0876958625530449	0.303478792480833	ENSMUSG00000025899
Neil1	130.917112224347	0.190356032088229	0.212824491041606	0.0877454832056104	0.303581933764668	ENSMUSG00000032298
Alg1	787.889034925335	0.149357787285731	0.117191393709847	0.087919538690747	0.303635557426115	ENSMUSG00000039427
Dixdc1	486.706577950971	0.168909266128733	0.155547048664608	0.0878488993478209	0.303635557426115	ENSMUSG00000032064
Grhl3	3863.87391094781	0.152598920105749	0.122495179569776	0.0878263681823504	0.303635557426115	ENSMUSG00000037188
Hyls1	100.427861881572	-0.203708226176967	0.259890016954791	0.0879187281351773	0.303635557426115	ENSMUSG00000050555
Ldlrad3	549.24089529288	-0.177675246932323	0.177391412840665	0.0879149202108475	0.303635557426115	ENSMUSG00000048058
Prpf4b	3059.21036578057	-0.130914944902957	0.092438497724893	0.087861117205562	0.303635557426115	ENSMUSG00000021413
Snord17	587785.555868657	0.167340374205744	0.151990960743199	0.08789235588961	0.303635557426115	ENSMUSG00000077714
Spryd4	632.592544531571	0.153474262551489	0.124065684834939	0.0878882526788204	0.303635557426115	ENSMUSG00000051346
Gm31410	62.9349753737032	0.209339325336342	0.291958038014741	0.0879610972184897	0.303654353320799	ENSMUSG00000111324
Tinf2	400.873282413307	-0.160601944844494	0.137580334495274	0.0879646227178659	0.303654353320799	ENSMUSG00000007589
Depdc5	473.668757490288	-0.161784062611231	0.140048671720008	0.0880078298808014	0.303721700027432	ENSMUSG00000037426
Sema5a	841.370134172712	-0.151251496330101	0.120377506210631	0.0880237825144777	0.303721700027432	ENSMUSG00000022231
Gm9008	24.7150758633788	0.191117032998052	0.354977283574805	0.0881138014633612	0.303827017424869	ENSMUSG00000072476
Wdr41	493.447729895313	0.167004253995278	0.151504584362671	0.0881033349173388	0.303827017424869	ENSMUSG00000042015
Zfp710	805.465105103373	-0.144189451139111	0.109442733542586	0.0880859238719691	0.303827017424869	ENSMUSG00000048897
Anapc4	1183.31825848336	-0.143968937646978	0.109183875133896	0.0881748981610766	0.30396927088832	ENSMUSG00000029176
Ucn2	32.126975735007	-0.207682531681132	0.328576817770738	0.0882660009895878	0.30421487855129	ENSMUSG00000049699
Ass1	555.862641195812	0.171082692290224	0.161397605706079	0.0883285373856358	0.304361941688696	ENSMUSG00000076441
Gm2115	35.1791086288516	0.181711733546847	0.359544694683108	0.0884087594695549	0.30456986621848	ENSMUSG00000097789
Slc25a22	176.770513228295	-0.183827897721988	0.195173425095378	0.0884538025205305	0.304656532062619	ENSMUSG00000019082
Fbp2	15.344562487984	-0.180999603482687	0.359721399083373	0.0884986224318819	0.30474239057236	ENSMUSG00000021456
Fbln2	1311.751072513	0.162605998166832	0.14245075954322	0.0885981394816202	0.30501651614796	ENSMUSG00000064080
Lrp1	1392.05634519507	0.164631486355972	0.146878198054524	0.0886377448934818	0.305084307294572	ENSMUSG00000040249
Cybb	22.4721923479842	0.153534694754594	0.362773146754872	0.0887445998685217	0.305326712773557	ENSMUSG00000015340
Kctd4	459.055043152246	-0.186273348068403	0.202829729558739	0.0887480321136195	0.305326712773557	ENSMUSG00000046523
Nip7	1567.61407420653	0.135468213221184	0.0982368457099752	0.0887717574844272	0.305339767548591	ENSMUSG00000031917
Frmd4a	145.772658696613	0.206146331831482	0.275925585021604	0.0888823721082038	0.305651614073554	ENSMUSG00000026657
Cyp7b1	13.4061862721606	0.149184004402276	0.362344980473731	0.0889863426154047	0.305803223164648	ENSMUSG00000039519
Gm37255	22.890168301677	0.196689998084328	0.348773128972764	0.0889575371049325	0.305803223164648	ENSMUSG00000104449
Hmga1	93.2026225641065	-0.198956386552941	0.244621384061089	0.088968882535062	0.305803223164648	ENSMUSG00000046711
Atpaf2	873.808734930406	0.140082703299157	0.104339725337075	0.0890754490488534	0.305871872569651	ENSMUSG00000042709
Pard6g	2016.56522386189	-0.142438760028049	0.107581030270919	0.0890655163307616	0.305871872569651	ENSMUSG00000056214
Tceanc	132.268639010441	0.190598667109372	0.216678767879849	0.0890861811622574	0.305871872569651	ENSMUSG00000051224
Tmem39b	38.5962172385629	-0.208130057489052	0.321164579810036	0.0890743036397437	0.305871872569651	ENSMUSG00000053730
Gm33378	14.609679940682	-0.149821240959194	0.362309000240103	0.0891942877044331	0.306174431465811	ENSMUSG00000112790
Lrrc4	135.28263351656	0.199806041906168	0.248771658208816	0.0892618637479838	0.306337758203206	ENSMUSG00000049939
Gm4815	12.5404076207009	-0.157243604865985	0.362621147419172	0.089306353559714	0.306421799895816	ENSMUSG00000114733
BC024978	67.4915301717699	0.207726527761652	0.321648087768114	0.0893633760431988	0.306548795562428	ENSMUSG00000078786
2810013P06Rik	278.42296538689	0.182362044999301	0.193214475253372	0.0895773988210826	0.307100601961202	ENSMUSG00000099881
Gm14403	44.0330324752672	-0.200967571964781	0.341530991747564	0.0895843727261497	0.307100601961202	ENSMUSG00000094786
Zdhhc5	4481.27544629098	0.122363702063528	0.0840756313179809	0.0895515434326883	0.307100601961202	ENSMUSG00000034075
H3c15	45.4269331777647	0.204044456102343	0.334938194444913	0.0896046010057593	0.307101227608106	ENSMUSG00000081058
Cep57l1	53.457954035181	-0.207487539493386	0.290131613850752	0.0896315965856897	0.307125041309051	ENSMUSG00000019813
Rapgef1	1610.54483719491	-0.127391020579869	0.0894086062577743	0.089786639131257	0.307587502569512	ENSMUSG00000039844
Ftsj1	371.473343861768	-0.16624036780858	0.15200113103877	0.0898117684265014	0.307604804894702	ENSMUSG00000031171
Hnrnpdl	2869.14137636704	-0.115639179195566	0.0777508972399144	0.0899512345172207	0.308013614842159	ENSMUSG00000029328
Klf5	2213.26195109425	0.11968565691891	0.0815887950931657	0.0899735620177488	0.308021222371377	ENSMUSG00000005148
Trappc8	2783.81852841502	-0.129531685283181	0.0919204216294457	0.0901265976469385	0.308476201061461	ENSMUSG00000033382
Gm22270	93.2966681400441	0.200709193393886	0.255525055271447	0.0901788470490833	0.308586092649532	ENSMUSG00000077222
2700081O15Rik	293.057662208455	-0.177673252608463	0.181350704103785	0.090202411648082	0.308597799564229	ENSMUSG00000053080
Lum	83.9611310552413	-0.198618982998574	0.343752099143452	0.0902753848886769	0.308778498882458	ENSMUSG00000036446
Slc25a40	252.406994300512	0.178229395125145	0.183076995000985	0.090321307921532	0.308866615481667	ENSMUSG00000054099
Cwh43	1475.64202492031	0.15381388003713	0.126981608431502	0.0904626365969551	0.309280873167898	ENSMUSG00000029154
Mpv17l2	277.092718098498	0.180140772828034	0.188684466602178	0.0904911779234354	0.309309425655295	ENSMUSG00000035559
Cbwd1	734.585160286001	0.153099611728654	0.125742311927383	0.0905307742814558	0.309375744365805	ENSMUSG00000024878
Smco4	336.946941843533	-0.174311070778415	0.173185398641909	0.0906789250391303	0.309812919625218	ENSMUSG00000058173
Gpatch2	699.702118831794	-0.146986956839672	0.115520763807086	0.0907113752112732	0.309854686340403	ENSMUSG00000039210
Taf1b	384.236836744575	-0.173459644191546	0.17119296866097	0.0908217405771574	0.31016252020554	ENSMUSG00000059669
Snca	27.1430655749634	-0.199745445282169	0.340619220771083	0.0908524983889797	0.310198412150472	ENSMUSG00000025889
Epb41l1	375.711561562965	0.163841092742005	0.147928041889595	0.0909000953124065	0.310222646510597	ENSMUSG00000027624
Med24	1008.04510190378	-0.144368720015166	0.111598099688115	0.0908893517679389	0.310222646510597	ENSMUSG00000017210
Gm18733	9.52832315675732	0.13352728018971	0.359453078597818	0.0909841842573709	0.310440468334727	ENSMUSG00000092444
Fam187b	54.1802142859522	0.204626437135324	0.278729995316323	0.0910289560772288	0.310454943700611	ENSMUSG00000046826
Sar1b	2588.45499768288	0.12799783514361	0.0906087481974703	0.0910241083881111	0.310454943700611	ENSMUSG00000020386
Cgn	1196.24948737171	0.139068517363478	0.104142460302422	0.0910580519846551	0.3104850559548	ENSMUSG00000068876
Htr1b	237.805127888751	-0.199059672715525	0.252047520984197	0.0911362443187585	0.310682524023894	ENSMUSG00000049511
A930007A09Rik	90.9967872721614	-0.203144430303324	0.271408250208127	0.0912730006433424	0.31107950386118	ENSMUSG00000118559
Taf6	767.038595092817	0.14780847511859	0.117290223733652	0.0913056475517135	0.311121557048988	ENSMUSG00000036980
B930036N10Rik	209.980177665469	-0.190231455680205	0.220870257785665	0.0913296293377845	0.311134071926809	ENSMUSG00000091993
Atxn1l	1584.70036504027	-0.146239072324214	0.114879594843856	0.0914512971278793	0.311479295686774	ENSMUSG00000069895
Gm15938	9.60584401862562	0.134819874110579	0.359494141569567	0.0915511436767742	0.311706455871345	ENSMUSG00000087532
Il13ra2	13.0043131776515	0.107099673146095	0.353236915120481	0.0915586848186065	0.311706455871345	ENSMUSG00000031289
Gm7804	9.06980282759272	-0.150286216184644	0.36121543398762	0.0917057268336428	0.311870625624479	ENSMUSG00000103357
Hk1	1165.01921424736	0.132839833043044	0.0965081761878558	0.0916688102020924	0.311870625624479	ENSMUSG00000037012
Mcts2	214.579929875351	0.17739349138269	0.183249264766688	0.0917086924568065	0.311870625624479	ENSMUSG00000042814
Rrp9	1834.91157014087	0.128667669245894	0.0916396496418364	0.0916658679230388	0.311870625624479	ENSMUSG00000041506
Tcf23	17.9704127200165	0.171628193351928	0.359737833197034	0.0917080709015836	0.311870625624479	ENSMUSG00000006642
1700029J07Rik	27.2367150728996	0.190116468178912	0.350740724874211	0.0917830577138238	0.311941378658583	ENSMUSG00000071103
Ret	24.5111490657614	-0.194825746145792	0.345906969529234	0.0917905832240792	0.311941378658583	ENSMUSG00000030110
Zc3h14	1269.30265310363	-0.143180753827342	0.110420546219913	0.0917771269321	0.311941378658583	ENSMUSG00000021012
Mir22hg	1285.41987739481	-0.126863274273339	0.0897091419476378	0.0918322666892745	0.312013822506029	ENSMUSG00000085148
Lrch4	9.40743121510998	-0.137925634835769	0.359876095039017	0.0918635436999944	0.312050884586234	ENSMUSG00000093445
Ccdc80	52.8725596153016	-0.205448033323275	0.317455169842678	0.0918891617601283	0.312063577920227	ENSMUSG00000022665
Cfl2	1303.19185106379	-0.137297373012257	0.10226420160748	0.09190801981567	0.312063577920227	ENSMUSG00000062929
Cyp2u1	35.1172638930237	0.204946672058157	0.320280583287977	0.0919993719443155	0.312304537599582	ENSMUSG00000027983
Ipo13	718.52748577465	0.166402190919716	0.155500631028332	0.0921453258304704	0.312594692454726	ENSMUSG00000033365
Rnase1	95.7520913798702	0.205464958497472	0.294871217733142	0.0921460594729466	0.312594692454726	ENSMUSG00000035896
Rnf19a	2620.75257790993	-0.120765933831912	0.0834395638950789	0.0921210389654244	0.312594692454726	ENSMUSG00000022280
Ebag9	222.88859401212	-0.179305985808173	0.189482191173797	0.0921797807702072	0.312639858622886	ENSMUSG00000022339
Ccz1	1364.51440091811	0.132873681002498	0.0968506462212368	0.09227500760193	0.312893562740498	ENSMUSG00000029617
Aifm1	615.66386981851	-0.158420123297772	0.137849947968021	0.0923346962374684	0.312962384548243	ENSMUSG00000036932
Tmem132b	11.1628091070706	0.16332352641594	0.360650540538334	0.0923361604541815	0.312962384548243	ENSMUSG00000070498
Scaf11	3572.47083582004	-0.129487265702143	0.092932961640376	0.092465251499313	0.313330602293624	ENSMUSG00000033228
Urb1	491.356685294396	-0.151598902612176	0.124764386992285	0.0924922993856819	0.313352803637231	ENSMUSG00000039929
Zfp62	825.363812527325	-0.137381974506557	0.102716728102228	0.0925127108910701	0.313352803637231	ENSMUSG00000046311
Ethe1	432.9907676246	-0.180260539937529	0.193022005581211	0.0925971565227422	0.313500207276997	ENSMUSG00000064254
Ly6g5b	21.2882811141115	0.15738379631853	0.360885308404488	0.0925853228698563	0.313500207276997	ENSMUSG00000043807
Txndc17	6990.79208064122	0.111446224731971	0.0748043189765944	0.092684721349986	0.313727337843965	ENSMUSG00000020803
Tlr4	111.676874480256	0.196026296521664	0.245468589738455	0.092828690293176	0.314145247468844	ENSMUSG00000039005
Casp4	66.6243379629875	0.204733023364381	0.314085756958291	0.0928674849004009	0.314207126473971	ENSMUSG00000033538
Zfp2	102.911484368492	-0.198183470350204	0.25460882647754	0.0929266243457418	0.314337797521917	ENSMUSG00000049321
Gm16001	409.981538729123	0.167718899396616	0.159855214273155	0.092968829463779	0.314411140703111	ENSMUSG00000085433
Ecm1	225.685522078636	0.190451708740393	0.225798632925004	0.093018440065765	0.314440093073151	ENSMUSG00000028108
Nek7	1990.62399516789	-0.123083799120985	0.0861474785763438	0.0930035070886756	0.314440093073151	ENSMUSG00000026393
Gm5948	42.4546655667226	0.204782565412445	0.298923007543871	0.0930801021952577	0.314509740986182	ENSMUSG00000112903
Vegfd	256.015390251084	-0.187910813747277	0.217473823616758	0.0930669631635942	0.314509740986182	ENSMUSG00000031380
Smg8	656.882530943902	-0.147130408917517	0.117648481441834	0.093233149366962	0.314957408666341	ENSMUSG00000020495
Cdk14	62.2823422354307	-0.204329044145155	0.29442587393915	0.0932884318891207	0.31507468618636	ENSMUSG00000028926
Gm14586	16.36896150574	0.179644116202451	0.355625559189646	0.0933248177572319	0.315128104042493	ENSMUSG00000083621
Pttg1	320.425774656006	-0.172880224292865	0.173865715656037	0.0934187007815019	0.315375605106348	ENSMUSG00000020415
Tmem50b	1353.42861424992	0.12997463057349	0.0939503190706883	0.0934455096851915	0.315396609027789	ENSMUSG00000022964
Peg3	21905.9297033297	0.204359386369044	0.301328885915496	0.0935878126215343	0.31580733245857	ENSMUSG00000002265
Rps18-ps6	6511.86147314289	-0.151298810115879	0.125351566976965	0.0937867558544663	0.316408962715354	ENSMUSG00000069117
Rhoa	2491.03486649629	-0.120015530060384	0.0833214621872264	0.0938457927379741	0.316494677852942	ENSMUSG00000007815
Slc25a20	670.925666152679	0.142433354341593	0.110682383772406	0.0938534805147464	0.316494677852942	ENSMUSG00000032602
Gm2614	26.6358613353996	0.194274985756168	0.342527876690553	0.0939764679305298	0.316782570628719	ENSMUSG00000113113
Wdr4	1032.52989299308	-0.133108760558876	0.0979968106487078	0.0939802078007524	0.316782570628719	ENSMUSG00000024037
Recql4	201.316507473416	-0.177418016286617	0.187465691789083	0.0940024158907099	0.31678772799069	ENSMUSG00000033762
Actg2	13.8542772008684	-0.167568706648996	0.358757277267904	0.0942413148961485	0.317453153959762	ENSMUSG00000059430
Prelid2	133.883050064022	-0.201884344033327	0.279881322006453	0.094235975857774	0.317453153959762	ENSMUSG00000056671
Gm47798	16.8044651686381	0.174279773927031	0.356867802192497	0.0943367878275579	0.317635074619382	ENSMUSG00000114253
Gm49413	10.3558460779886	0.13779081667617	0.358991921706509	0.0943328350963133	0.317635074619382	ENSMUSG00000116238
Zcchc7	844.224287264795	-0.147090963637575	0.118461537453192	0.0943789990784523	0.31770737549591	ENSMUSG00000035649
Robo3	27.7582045029511	0.197204189421404	0.336392390608229	0.0944977734655963	0.317967469688762	ENSMUSG00000032128
Sgpp1	2206.50467045301	0.120884500034337	0.0844430160577746	0.0944918479494772	0.317967469688762	ENSMUSG00000021054
Cbx7	72.2030169516878	-0.203370233218678	0.306537096024391	0.0945795215234718	0.31798753076232	ENSMUSG00000053411
Col25a1	57.9799174718169	-0.187886850186376	0.348670618828069	0.0946282736778991	0.31798753076232	ENSMUSG00000058897
Gm17096	19.1643424947007	-0.189872876770812	0.346755417481539	0.0946236185844416	0.31798753076232	ENSMUSG00000090397
Gm6969	14.7848336733321	0.162384866565451	0.359375648099202	0.0945660752313035	0.31798753076232	ENSMUSG00000066553
Itm2c	3506.74372406051	0.129231162115915	0.0936010376733993	0.0945745700892717	0.31798753076232	ENSMUSG00000026223
Lin9	470.573873118453	-0.161206847644131	0.146528778415333	0.0946181190655856	0.31798753076232	ENSMUSG00000058729
Mmp28	70.9350400272881	0.199086738341046	0.265901640849097	0.0947355936293677	0.318257639628912	ENSMUSG00000020682
Nck1	843.128829197206	0.147942075710426	0.120199372868218	0.0947502019809051	0.318257639628912	ENSMUSG00000032475
Gm11645	10.8481352784223	-0.15663166257344	0.359707887377579	0.0948234778250613	0.318433950083283	ENSMUSG00000080895
Mycbpap	136.385523133797	0.202978742297055	0.298262861169812	0.0949093307719475	0.318652410130668	ENSMUSG00000039110
Cib1	787.351555056058	0.148342315260837	0.121060209015416	0.094959402050396	0.318690333596573	ENSMUSG00000030538
Smoc1	18.64825648259	-0.175816005385392	0.355742924580288	0.0949622306049839	0.318690333596573	ENSMUSG00000021136
Frs3	21.098590914719	-0.154049990598679	0.359697304818991	0.0950084389370125	0.318775576985333	ENSMUSG00000023266
Ascc1	468.874938386804	0.162048136305141	0.149024236647888	0.0950726195393628	0.318851797284219	ENSMUSG00000044475
Gm6170	54.289658508069	-0.20099224456306	0.278902946291018	0.0950809145981874	0.318851797284219	ENSMUSG00000100078
Gpd2	1608.23297813355	-0.157034885391172	0.137912690686444	0.0950935941117231	0.318851797284219	ENSMUSG00000026827
Bnc1	1042.44742922322	-0.135145124525981	0.101200337934678	0.0951238756027744	0.318883539219804	ENSMUSG00000025105
Atp5j	849.319961897543	0.137020051200808	0.103809450531096	0.0952985937391958	0.319120099690597	ENSMUSG00000022890
B4galt7	1508.80556761933	0.151064106521502	0.12618715655638	0.0952265216369472	0.319120099690597	ENSMUSG00000021504
Gm49808	30.204713848581	-0.199843478369708	0.326971815089536	0.0952645879976598	0.319120099690597	ENSMUSG00000117110
Per2	70.0399617571559	0.19725574123029	0.259156349124462	0.0952828624915602	0.319120099690597	ENSMUSG00000055866
Stag3	42.919103547863	-0.202655808548595	0.299045269144024	0.0952730472430614	0.319120099690597	ENSMUSG00000036928
Pcgf1	59.345447184169	-0.202554359408515	0.298465517217879	0.0953589752462926	0.31918276180319	ENSMUSG00000069678
Pgm2	320.934967119076	0.18048566390637	0.199116164850602	0.0953504947460731	0.31918276180319	ENSMUSG00000029171
Kcnh1	15.9844457288427	0.178263159928011	0.3542545858671	0.0953814440918168	0.31918823143002	ENSMUSG00000058248
Hacd4	14.757348527675	-0.149716023417831	0.359456658102019	0.0954945291210635	0.319496874019369	ENSMUSG00000028497
1200007C13Rik	14.2043350713739	0.171725744350781	0.35668360669428	0.0955776769358564	0.319705242501598	ENSMUSG00000087684
Ctdsp2	1113.09432150329	0.130709677119762	0.0958455323367656	0.0956047334313748	0.319725936731862	ENSMUSG00000078429
Mat2a	3063.48772145483	0.120386881760033	0.0843775777327955	0.0956851747587206	0.319925115081536	ENSMUSG00000053907
Atad2b	1053.5473288454	0.129538593554343	0.0945348687063474	0.095811201133126	0.31992755042709	ENSMUSG00000052812
Calcoco1	852.791135300442	0.144918510653883	0.115906745742357	0.0957680923576699	0.31992755042709	ENSMUSG00000023055
Helz	428.848876556865	-0.160160773594593	0.145492765101656	0.0957376331004284	0.31992755042709	ENSMUSG00000020721
Notch3	1686.86001823583	0.145970771852273	0.117665186249351	0.0957955702582622	0.31992755042709	ENSMUSG00000038146
Prkca	439.489923607539	-0.157776534697671	0.140272933437256	0.0958031917726327	0.31992755042709	ENSMUSG00000050965
Rnf168	1218.48617533692	-0.152833681789013	0.130082772259144	0.0957984929999908	0.31992755042709	ENSMUSG00000014074
Sirt5	116.769946038197	0.189253711305467	0.229137129443497	0.0959305236587304	0.320235857343874	ENSMUSG00000054021
Tmed7	4714.94375901586	-0.131509858972134	0.0969908952695858	0.0959453384600771	0.320235857343874	ENSMUSG00000033184
Ascl2	12.638700362809	0.172386203346944	0.356022551192576	0.0961190503419163	0.320745774610794	ENSMUSG00000009248
Fes	46.3128923856699	0.20155402595645	0.294553681614784	0.0962271450878375	0.321036555475974	ENSMUSG00000053158
Gm20541	24.4291663161176	0.189597387965023	0.344337534633302	0.0963254199814988	0.321294455501102	ENSMUSG00000092390
A930004D18Rik	98.6556343702282	-0.199199670849367	0.275163828766597	0.0964971820965869	0.321319347492946	ENSMUSG00000054057
Anks6	14.5739757743943	-0.157203757276199	0.358754294075456	0.0964987536145557	0.321319347492946	ENSMUSG00000066191
Efcab8	22.6663701926959	0.144855851777966	0.358875379006781	0.0963791605436578	0.321319347492946	ENSMUSG00000044083
Gpt2	1399.73983018307	0.198132193821153	0.268578296036724	0.0964594378269253	0.321319347492946	ENSMUSG00000031700
Ndufb8	2406.59639268544	0.120167885971943	0.0844099923540056	0.0963798085164876	0.321319347492946	ENSMUSG00000025204
Ppie	907.623657530222	-0.142960453516198	0.113269908211697	0.0964791777394357	0.321319347492946	ENSMUSG00000028651
Rbx1-ps	36.6954126116519	0.198061573807655	0.328220191751177	0.0965006085037607	0.321319347492946	ENSMUSG00000049832
Sult4a1	66.9255987157071	-0.201477471812778	0.298876544146046	0.0965006734866216	0.321319347492946	ENSMUSG00000018865
Tmppe	269.073010453542	-0.166834368344846	0.162751142719372	0.0965348579124836	0.321363325340993	ENSMUSG00000079260
Tprgl	2134.67240892665	0.12558292113104	0.0902982261095186	0.0965646256671999	0.321392584232349	ENSMUSG00000029030
Hsph1	779.582113555088	0.140432097908483	0.109509219245426	0.0966626580964252	0.321648983935107	ENSMUSG00000029657
Lor	487.234544846608	0.164069970152097	0.156070571442638	0.0967570142324237	0.321823156326689	ENSMUSG00000043165
Tcf24	12.2909954983769	0.135986671533621	0.35792739578005	0.0967391881777184	0.321823156326689	ENSMUSG00000099032
Zfp94	67.950095381633	0.200881554091614	0.292147453036307	0.0967894137116536	0.321861041472223	ENSMUSG00000074282
Itpr1	72.3088617181716	-0.201140144784749	0.301115380927548	0.0968958555040708	0.322145075156763	ENSMUSG00000030102
Gm26885	41.0766998346314	0.183982656073524	0.34887726782461	0.0969483736935133	0.322190346254503	ENSMUSG00000097125
Stambpl1	639.0536909766	-0.157943586777079	0.141922312014537	0.0969515336966879	0.322190346254503	ENSMUSG00000024776
Gm44065	20.3903848356709	-0.148558471702791	0.358745114241	0.0969968492234392	0.322271032336389	ENSMUSG00000107502
Cntln	110.229567189392	-0.186898700814395	0.223778117215911	0.0970822855998059	0.322484955635088	ENSMUSG00000038070
Gm44441	26.5289927498089	0.17479683920591	0.354211109203511	0.09712264069673	0.322538550852842	ENSMUSG00000107595
Sil1	1893.33824843303	0.12926922621105	0.0948307162668122	0.0971405269996744	0.322538550852842	ENSMUSG00000024357
Golph3	2647.21040194132	-0.121770151877989	0.0863811120050768	0.0971633834888565	0.32254453630537	ENSMUSG00000022200
Egflam	19.1548904470105	-0.172675693961963	0.354847600546054	0.0973878044365315	0.323219489594381	ENSMUSG00000042961
Agtpbp1	323.449088188421	-0.164245497059672	0.157428048183063	0.0974326065062925	0.323298144179424	ENSMUSG00000021557
Srgap2	558.408595808534	-0.15854299564082	0.143885110055239	0.0974937877954509	0.323431101997901	ENSMUSG00000026425
Gm36043	11.0522790696481	-0.139922095857826	0.358047776697538	0.0975584173057102	0.323575439082806	ENSMUSG00000117964
